ab-rogação	revogação
anatidae	pato-carolino/pato-real/qua-qua/verde-azulado/patinho/pato
anatomia	abdome/abdômen/articulações/bumbum/popô/torso/bunda/estômago/nádegas/ombro/quadril/seio/ventre/abdómen/ânus/peito/traço/anca/articulação/tecido/tronco/órgão/barriga/rabo/corpo/traseiro/culatra/fundilhos/garupa/nalga/nádega/protoplasto/traseira/bunda/coto/dorso/tórax/abdómen/queixo/lombo/anca/costas/reto/banda/dedo/perna/canela/pessoa/barriga/região/sistema/rabo/traseiro
anatomista	histologista
anca	regaço/colo/joelho
ancestral	antepassado/progenitor
anchura	largura
ancião	presbítero
ancoradouro	atracadouro/cais/plataforma
andada	vagar/passeio
andamento	accel/accelerando/rubato/diplomacia
andar	cave/mansarda/porão/trapeira/sótão/ático/galope/loft/rebolar/sobrado/sótão/trote
andrógeno	androsterona/testosterona
andrógenos	androsterona/testosterona
andróide	androide
anel	dreadlocks/aliança
anelo	discontentamento/nostalgia/saudade/melancolia
anelídeo	polychaeta/sanguessuga
anelídeos	polychaeta/sanguessuga
anemia	isquemia/isquémia
anemias	isquemia/isquémia
anemona	fura-neve
anexo	para-sol/parasol/pára-sol/paisagem/bairro/proximidade/vizinhança
anfetamina	metanfetamina
anfetaminas	metanfetamina
anfibios	batraquio/rã/sapo/caudados/gimnofiono/gymnophiona/salamandra/salamandras
anfitrião	anfitrioa/anfitriã
anfíbio	batraquio/rã/sapo/caudados/gimnofiono/gymnophiona/salamandra/salamandras
anfíbios	batraquio/rã/sapo/caudados/gimnofiono/gymnophiona/salamandra/salamandras
anfíbola	actinolita/amianto/asbesto/asbestos/horneblenda
angina	laringotraqueobronquite
angioma	hemangioma/linfangioma/telangiectasia
angiopatia	angioma
angiosperma	flor/dicotiledonea/dicotiledónea/dicotiledônea/liliopsida/monocotiledonea/monocotiledónea/monocotiledônea
angiospérmica	flor/dicotiledonea/dicotiledónea/dicotiledônea/liliopsida/monocotiledonea/monocotiledónea/monocotiledônea
anglicanismo	anglo-catolicismo/anglocatolicismo
anguilliformes	congro/moreia/moréia/muraenidae/enguia
angularidade	retangularidade
angélica	arcanjo
angústia	tormento/tortura/martírio/agonia/dor/hipocondria/panico/pânico/sofrimento/dor
animal	cria/embriões/predadores/embrião/prole/filhote/presa/detritívoro/insetívoro/invertebrados/omnívoro/pedigree/poiquilotérmico/zooplâncton/cordados/fêmea/herbívoro/insectívoros/invertebrado/mutantes/adulto/sobrevivente/caça/larva/parceiro/corredor/gigante/macho
animação	sobrevivência/alma/vida
anionte	superóxido/superóxidos
aniquilamento	extinção
aniquilação	extinção
aniversário	aniversario/quadricentenário/quincentenário/sesquicentenário/tricentenario/bicentenário/jubileu/milénio/milênio/centenário
anião	superóxido/superóxidos
aniões	superóxido/superóxidos
anjo	budas/faquir/querubim/serafim/arcanjo/buda
ano	jubileu/data/exercício
anoitecer	noite
anomalia	albina/aberrante/albino/geek/transexual/excêntrico/monstro/gigante
anormalidade	aberração/abraquia/acefalia/acefalismo/aneuploidia/atresia/criptorquia/criptorquidia/dextrocardia/displasia/ectrodactilia/estrabismo/fimose/ginecomastia/hepatomegalia/hidrocefalia/hipervitaminose/hipospadia/hipospádia/lagoftalmo/macrocefalia/microcefalia/pneumotórax/polihidrâmnio/progeria/sequela/seqüela/torcicolo/regressão
anotação	apontamento/menção/citação/referência/nota/midrash/posta-restante/nota
anseio	capricho/desfastio/gana/comichão/impertinência/ambição/apetite/caprichoso/pretensão/aspiração/fantasia/desejo/afã/concupiscência/discontentamento/nostalgia/vício/ardor/cio/eros/saudade/anelo/melancolia/tentação/zelo/desejo
ansiedade	temor/medo/preocupação/hipocondria/panico/inquietude/insegurança/periculosidade/pressentimento/pânico/inquietação/nervosismo/ressalva
ansiolítico	benzodiazepina/benzodiazepinas/buspirona/flurazepam/hidroxizina/oxazepam
antagonista	inimigo/luddismo
antecessor	ancestral/antepassado/progenitor
antecipação	previsão
antecâmara	nartex/nártex
antenome	assinatura/visto/título/alias/denominação/dominio/epónimo/epônimo/epônimos/hipocorístico/matronímico/nomedebaptismo/praenomen/pseudónimo/pseudónimos/topônimo/alcunha/cognome/epônimo/nome/patronímico/pseudónimo/pseudônimo/sobrenome/prenome/apelido/nome/título/domínio
antepassado	avós/ancestral/avó/avô/progenitor/patriarca
antepasto	antipasto/coquetel/coquetéis/coquetel/cocktail/entrada
antessala	nartex/nártex
anti-coagulante	heparina/varfarina
anti-depressivo	reboxetina
anti-hipertensivo	clonidina/espironolactona/ieca/prazosin/reserpina
anti-inflamatório	dexametasona/fenil-butazona/fenilbutazona/prednisona
anti-psicótico	clorpromazina/haloperidol
antibiotico	actinomicina/aztreonam/canamicina/cefalosporina/ciprofloxacina/cloranfenicol/doxiciclina/doxorrubicina/eritromicina/estreptomicina/gentamicina/neomicina/nistatina/oxamicina/penicilina/vancomicina
antibiótico	actinomicina/aztreonam/canamicina/cefalosporina/ciprofloxacina/cloranfenicol/doxiciclina/doxorrubicina/eritromicina/estreptomicina/gentamicina/neomicina/nistatina/oxamicina/penicilina/vancomicina
antibióticos	actinomicina/aztreonam/canamicina/cefalosporina/ciprofloxacina/cloranfenicol/doxiciclina/doxorrubicina/eritromicina/estreptomicina/gentamicina/neomicina/nistatina/oxamicina/penicilina/vancomicina
anticoagulante	heparina/varfarina
anticoagulantes	heparina/varfarina
anticoncepcional	pílula/camisa-de-vênus/camisinha/espermicida/preservativo/pílula/diafragma
anticongelante	etilenoglicol/propilenoglicol
anticonvulsivo	valproato
anticonvulsivos	valproato
anticorpo	aglutinina/antitoxina/autoanticorpo/imunoglobulina
anticorpos	aglutinina/antitoxina/autoanticorpo/anticorpo/imunoglobulina
antidepressivo	reboxetina
antidepressivos	reboxetina
antidoto	atropina
antiemético	dimenidrinato/prometazina
antifungico	griseofulvina/miconazol/nistatina/terbinafina
antigénio	toxoide/toxóide
antioxidante	carotenoide/carotenoides/carotenóide/selenio/selénio/selênio
antioxidantes	carotenoide/carotenoides/carotenóide/selenio/selénio/selênio
antipsicótico	clorpromazina/haloperidol
antipsicóticos	clorpromazina/haloperidol
antisséptico	cloramina/neomicina/iodo
antissépticos	cloramina/neomicina/iodo
antiséptico	cloramina/neomicina/iodo
antivirais	interferon
antiviral	interferon
antiácido	alka-seltzer/cimetidina/omeprazol/ranitidina
antologia	coroadeflores/florilégio/compilação
antologias	coroadeflores/antologia/florilégio/compilação
antropologia	arqueologia/etnografia/etnologia
antropologista	arqueólogo/etnologista
antropólogo	arqueólogo/etnologista
antídoto	atropina
antígeno	toxoide/toxóide
antílope	gazela/gnu/impala/saiga
anulamento	revogação
anulação	cancelamento/revogação/neutralização
anunciador	locutor
anunciante	impulsionador/apoiador/promotor
anunciação	edito/promulgação
anus	cuzão/pentelho/ânus/rabo
anuário	almanaque/almanaques/almanaque/efeméride
análise	reducionismo/anatomia
anás	pato-carolino/pato-real/qua-qua/verde-azulado/patinho/pato
anão	andvari
anémona	fura-neve
anêmona	fura-neve
aníon	superóxido/superóxidos
anúncio	filipeta/reclame/notificação/panfleto/reclamo/propaganda/comunicação/publicidade/aviso/nota/programa/cartaz/edito/falatório/infomercial/modismo/necrológio/obituário/poster/pôster/relações-públicas/tititi/letreiro/promulgação/comercial/publicidade
apanhada	etiqueta
apara	exfoliação/lasca/farpa
aparato	acendedor/arapuca/encosto/engenhoca/filtros/gadget/reactor/reactores/sensor/apetrecho/armadilha/filtro/maquinaria/tecla/troço/alarme/apoio/encendedor/isqueiro/aparelho/chave/mecanismo/máquina/suporte/instrumento/ferramenta/rede/adaptador/aerofólio/anticoncepcional/aquecedores/ardil/bafómetro/bafômetro/benjamim/calçadeira/centrifuga/cinetoscópio/cotonete/etilómetro/etilômetro/exaustor/extintor/incubadora/indicadores/leque/magnete/pegador/plectro/pêndulo/pós-combustão/roteador/router/separador/teclado/telégrafo/torquês/triturador/valva/vaporizador/íman/calçadeira/catapulta/chupeta/conversor/depurador/isca/palheta/pente/safira/semáforo/ímã/aquecedor/ventilador/alicate/gerador/tenaz/válvula/botão/lâmpada/luz/agulha/restrição/submarino/controle/limitação/impressão/guarda
aparelhador	cômoda
aparelho	acendedor/arapuca/chibata/encosto/engenhoca/filtros/gadget/reactor/reactores/sensor/apetrecho/armadilha/açoite/chicote/filtro/maquinaria/tecla/troço/alarme/apoio/encendedor/isqueiro/armamento/arma/chave/mecanismo/máquina/suporte/instrumento/ferramenta/rede/adaptador/aerofólio/analisador/anticoncepcional/aquecedores/ardil/bafómetro/bafômetro/benjamim/calçadeira/centrifuga/cinetoscópio/cotonete/etilómetro/etilômetro/exaustor/extintor/incubadora/indicadores/leque/lutter/magnete/pegador/plectro/plotter/pêndulo/pós-combustão/roteador/router/separador/teclado/telégrafo/torquês/triturador/valva/vaporizador/íman/calçadeira/catapulta/chupeta/conversor/depurador/isca/palheta/pente/safira/semáforo/ímã/aquecedor/ventilador/alicate/gerador/tenaz/válvula/botão/lâmpada/metro/luz/agulha/restrição/submarino/controle/limitação/impressão/guarda
aparição	ovni/ufologia/óvni/assombração/espectro/fantasma/sombra
apartamento	dormitório/suíte/harém/quartel/cobertura
aparência	aspecto/ilusão/efeito/cor/rosto/impressão/centelha/chispa/feiura/feiúra/simulacro/3d/beleza/deformidade/faísca/perspectiva/pretexto/semblante/elaboração/formato/superfície/camuflagem/expressão/verniz/face/defeito/cor/rosto/cara
apatia	desapego/afastamento/fleuma/impassibilidade/indiferença
apego	afeição/dolorimento/finura/maciez/respeito/afeição/amor
apelido	nomedebaptismo/praenomen/antenome/prenome
apelo	aplicacao/cobrança/cortejamento/facturação/faturação/galanteio/invitação/namoro/apelação/arrecadação/candidatura/convite/demanda/solicitação/conta/recurso/ordem/demagogia/reza/notificação/súplica/pergunta/oração/petição/inquérito/questão
aperitivo	antipasto/coquetel/coquetéis/antepasto/coquetel/cocktail/entrada
aperto	misterio/mistério/dilema
apetite	capricho/comichão/impertinência/ambição/caprichoso/pretensão/aspiração/fantasia/desejo/afã/concupiscência/cio/eros/saudade/anelo/anseio/tentação/desejo
apetrecho	equipamento/ferramenta/conector/contentor/contêiner/injector/mídia/aparato/dispositivo/ferragens/implemento/mobília/quinquilharia/mobiliário/aparelho/armamento/cerâmica/munição/recipiente/equipamento/móvel/veículo/arma/mecanismo/instrumento/sistema/ferramenta/ligação
apiaceae	pastinaca
aplauso	loa/louvor/consenso/consentimento/glória/tributo/autorização/elogio/reconhecimento/sanção/crédito/aprovação/aclamação/imprimatur/ovação/consentimento/autorização/conspiração/sanção/aprovação
aplicativo	applet/editor/navegador
aplicação	applet/sedação/coacção/editor/engenharia/implementação/navegador/tecnologia/cumprimento/execução/realização
apodrecimento	cárie/putrefação/decomposição/ruína
apoio	aprovaçã0/degrau/pedestal/prateleira/estante/suporte/barra/aprovação/pé/base/abraçadeira/aderência/adesão/balaústre/espaldar/patrocínio/patrocínios/endosso/estribo/poleiro/prateleira/assento/pilar/perna/cadeira/pé
apomixia	partenocárpico/partenogénese
apontamento	menção/citação/referência/posta-restante/anotação/nota
aposento	antecâmara/antessala/compartimento/estudio/vivenda/calabouço/hall/masmorra/saguão/vestíbulo/átrio/dormitório/bar/cela/escritório/habitação/cozinha/galeria/quarto/banheiro/sala/casa/classe/camarim/ger/sacristia/scriptorium/solário/tertúlia/vestiário/enfermagem/enfermaria/gabinete/guarda-roupa/campanário/refeitório/tribunal/biblioteca/chaminé/câmara/galeria/salão/banheiro/lar/porta/portão/sala/corte
aposta	bolada/bolão/bolo
apostador	agenciador/croupier/ex-jogador/especulador/ganhador/vencedor
apostila	introdução/cartilha
apreciação	reavaliação/reputação/avaliação/teste
aprendizagem	ensino/educação/generalização/estudo/impressão/trabalho
apresentador	almoadem/almuadem/almuédão/muezim
apresentação	quermesse/carnaval/exibição/magia/desempenho/performance/ilusão/truque/feira/exposição/interpretação/produção/bis/cabaret/espetáculo/improvisação/reintrodução/cabaré/malabarismo/circo/espetáculo/demonstração/exposição/interpretação
aprisionamento	custódia
apropriação	preemptividade/adopção/confiscação/adoção/preempção/sequestro
aprovaçã0	adopção/adoção/aceitação/mecenato/admiração/proteção
aprovação	laissez-passer/loa/louvor/passe/adopção/adoção/concessão/consenso/consentimento/glória/tributo/autorização/elogio/reconhecimento/sanção/aceitação/crédito/aceite/aclamação/autorizações/imprimatur/mecenato/o.k./ok/subscrição/ajuste/aquiescência/assentimento/assinatura/concordância/concórdia/ovação/ratificação/visto/passaporte/aplauso/concessão/consentimento/convenção/admiração/autorização/conspiração/sanção/harmonia/proteção/aceitação/conformidade/acordo
aproximação	conjetura/acesso
aptidão	instinto/capacidade/talento
apuro	cuidado/preocupação
apêndice	codicilo/taramela/trinco/alça/cabo
apóstolo	animista/antinomio/apóstolos/aristoteliano/donatismo/druso/drusos/dualista/rastafari/rastafariano/siques/sociniano/zoroastriano/absolutista/maniqueísta/luterano
aquarela	guache
aquecedor	fogão/fogões
aquecedores	fogão/fogões/aquecedor
aquecimento	calefação/derretimento/reaquecimento/sobre-aquecimento/calefação/degelo/ebulição/fervura
aqueduto	adutora/aquedutos/canais/canalização/pipeline/vertedouro/cachimbo/cano/condutas/conduto/tubo/ducto/duto/canal
aquiescência	concessão/aceitação
aquisição	compras/dádiva/brinde/dom/restituição/procura/doação/retorno/presente/aprovisionamento/assunção/barganha/pechincha/acolhimento/anexação/compras/confiscação/incorporação/recebimento/achado/apropriação/ensino/espólio/obtenção/compra/educação/generalização/sucessão/estudo/aceitação/herança/impressão/trabalho
aquénio	sâmara
aquênio	sâmara
ar	trevas/céu/atmosfera/cheiro/tom/cara/alento/folêgo/fôlego/hálito/respiração
aracnideos	aranha/aranha-alho/aranha-bailarina/aranha-bode/aranha-fedorenta/bodum/escorpiões/frade-fedorento/lacrau/escorpião
aracnídeo	aranha/aranha-alho/aranha-bailarina/aranha-bode/aranha-fedorenta/bodum/escorpiões/frade-fedorento/lacrau/escorpião
aracnídeos	aranha/aranha-alho/aranha-bailarina/aranha-bode/aranha-fedorenta/bodum/escorpiões/frade-fedorento/lacrau/escorpião
aragem	brisa
aranha	viúva-negra/tarântula
arapuca	armadilha/alçapão/enrosco/entrelaçamento/ratoeira/vide/rede
araucária	pinheirobrasileiro
arbusto	rosa/rosas/rosa/alcaparra/bosquezinho/buxo/bérberis/empetrum/eufórbio/fuchsia/fúchsia/gardênia/hortênsia/jasmim/jasmim-da-noite/kolkwitzia/lavanda/madressilva/mamona/medronho/mesquite/mimosa/oxicoco/patchouli/pilriteiro/podocytisus/pyracantha/rododentro/rooibos/sarcobatus/streptosolen/tamarga/tamargueira/tamarilho/tamarisco/tamariz/tojal/tojo/tramaga/tramagueira/urze/uva-espim/cânhamo/feijoa/jujuba/malva/medronheiro/pimentão/zimbro/charneca/coca/groselheira/lilás/pimenta/algodão/maconha/mirtilo
arcada	loggia
arcanjo	gabriel/maicol/michael/miguel/rafael
arcano	contra-senha/password/senha
arcebispo	metropolitano
archote	tocha
arco	arco-íris/pneu/catenária/meandro/ondulacao/quádrica/quádricas/sinuosidade/gancho/besta/hélice/sino/volta/crescente/espiral
arcossauros	dinossauro/dinossáurio/icitiossauro/pterossauro/pterossauros
ardor	fervor/zelo
arena	anfiteatro/hipódromo/anfiteatro/cruzamento/circo
arenito	siltito
aresta	rebordo/arrecife/bisel/chanfradura/duna/dunas/escolho/esker/meio-fio/recife/recifes/recive/restinga/guia/banco
argila	adobe/bentonita/adobe
arguição	incriminação/alegação/imputação/acusação/denúncia/culpa
