abalroar	assentar
reganhar	descobrir/encontrar/achar/acessar/localizar/sentir/descobrir/achar
reger	gerir/governar/reinar/açambarcar/esterçar/presidir/atrelar/internacionalizar/monopolizar/governar/manobrar/reinar/arregimentar/ditar/preocupar/canalizar/enfeitiçar/lidar/cuidar/reino/direcionar/dominar/encantar/ocupar/guiar/controlar/dirigir
registar	documentar/filmar/recrutar/inscrever/listar/gravar/registrar/manter/cronicalizar/fotografar/matricular/patentear/sindicalizar/anotar/arquivar/filmar/ingressar/protocolar/alistar/reservar/marcar/gravar/adicionar/indicar/registrar/lançar
registrar	documentar/filmar/recrutar/inscrever/listar/gravar/registar/manter/cronicalizar/fotografar/matricular/patentear/sindicalizar/anotar/arquivar/filmar/ingressar/protocolar/alistar/reservar/marcar/gravar/registar/adicionar/indicar/dizer/lançar/bater
regozijar	animar-se/alegrar-se/exultar/alegrar/animar
regozijar-se	animar-se/alegrar-se/exultar/alegrar/animar
regulamentar	estandardizar/padronizar
regularizar	estandardizar/padronizar
reinar	ditar/reino
reincidir	iterar
reintegrar	reembolsar
reinvindicar	alegar/proclamar/afirmar/declarar
reiterar	traduzir/citar/extratar/parafrasear/remoer/sumarizar/sintetizar/resumir
reivindicar	requesionar/arrogar/demandar/exigir/pretender
rejeitar	desconsiderar/descartar/esnobar/ignorar/menosprezar/desacatar/descrer/desobedecer/desprezar/desacreditar/repudiar/renunciar/lamentar/recusar
relacionar	correlacionar/correlatar/inter-relatar/tutelar/vincular/desrespeitar/inter-relacionar/relacionar-se/harmonizar/mencionar/obrigar/compatibilizar/identificar/referir/lembrar/prender
relacionar-se	vincular/desrespeitar/harmonizar/obrigar/compatibilizar/prender
relaxar	vegetar
relembrar	recordar/rever
remeter	expedir/postar/enviar
remover	amputar/deletar/resgatar/cavar/escavar/extrair/retirar/apagar/sacar/tirar/circuncidar/de-ionidizar/depilar/descarbonizar/desempacotar/desentranhar/desmarcar/desmineralizar/desnudar-se/desossar/despir-se/destampar/destripar/desventrar/desviscerar/dragar/escalpar/escalpelar/esventrar/descalcificar/descaroçar/desgastar/desintoxicar/desmantelar/desprender/erodir/estripar/tossir/arrancar/deletar/desalojar/desnudar/despir/eviscerar/extirpar/pigarrear/descascar/condensar/escovar/esvaziar/eliminar/excluir/extrair/puxar/retirar/lavar/apagar/sacar/limpar/tirar
render-se	vender
renunciar	abjurar/apostatar/recantar/retratar-se/devolver/rebater/refutar/negar
repagar	reembolsar
reparar	cerzir/rechear/remendar/consertar/renovar
repartir	acantonar/balcanizar/parcelar/sectionalizar/formatar/lascar/lotear/subdividir/inicializar/rachar
repetir	traduzir/citar/extratar/iterar/matraquear/papagaiar/papaguear/parafrasear/remoer/sumarizar/sintetizar/reproduzir/resumir/recitar
replicar	retorquir/retortar/ripostar/retrucar/rebater/retornar
repousar	ajoelhar-se/levantar/capotar/sonecar/dormir/dormitar/cochilar
representar	desvirar/distorcer/enrolar/argumentar/coadjuvar/constituir/efetivar/parodiar/reencenar/desmentir/enquadrar/retratar/dramatizar/arguir/emocionar/personificar/suplementar/atuar/compor/fingir/estabelecer/propor/apresentar/indicar/fazer
reproduzir	fotocopiar/xerocar/replicar/simular/copiar/imitar/repetir/hibridizar/reimprimir/duplicar/eclodir/quadruplicar/triplicar/cruzar/frutificar/imprimir/propagar
repudiar	abjurar/apostatar/recantar/retratar-se/devolver/rebater/refutar/negar/renunciar
requerer	clamar/demandar
resfriar	refrigerar/gelar
resistir	afrontar/arrostar/posturar/relutar/reinvindicar/asseverar/posar/desafiar/aguentar/permanecer/confundir
resolver	seleccionar/adjudicar/selecionar/decidir/julgar/escolher/propor-se/mensurar/regulamentar/regularizar/decretar/reajustar/conseguir/inferir/medir/orientar/selar/adivinhar/supor/responder/ajustar/decidir/julgar/atingir/quebrar
respeitar	admirar/estimar/reverenciar/venerar/temer
responder	retorquir/retortar/ripostar/retrucar/rebater/replicar/retornar
responsabilizar	autorizar/delegar/nomear/substituir/propor/criar
ressoar	ticar/estalar/clicar/soar/tocar/batucar/borburar/chapinar/consoar/estridular/estrondar/farfalhar/retinir/tilintar/tinir/tique-taque/zinir/assoviar/buzinar/chocalhar/crepitar/guinchar/ratear/ronronar/rugir/sibilar/sussurrar/apitar/assobiar/borbulhar/ecoar/uivar/zunir/reverberar/zumbir/soar/bater
restabelecer	desfibrilar/reinstalar/reabilitar
restituir	reembolsar
restringir	constrangir/classificar/conter/contentar/demarcar/cercear/delimitar/domar/estorvar/inibir/obstruir/impedir/reprimir/suprimir/limitar/localizar/marcar/regular/satisfazer/controlar/prender/ligar/reduzir
resultar	redundar/sobrevir/advir/derivar/suceder/vir/seguir
resumir	expurgar/condensar/abreviar
resvalar	derrapar/patinar
reter	denegar/armazenar/privar/adiar/proibir/acumular/negar/recusar/guardar/rejeitar/agrilhoar/distanciar-se/ocluir/acorrentar/algemar/interferir/armazenar/barrar/distanciar/inibir/pressurizar/tapar/afastar/deter/entupir/obstruir/trancar/deduzir/imobilizar/poupar/preservar/bloquear/conservar/amarrar/atar/congelar/guardar/continuar/segurar/manter
retificar	debug/rectificar
retirar	amputar/resgatar/cavar/escavar/extrair/sacar/tirar/circuncidar/de-ionidizar/depilar/descarbonizar/desempacotar/desentranhar/desmineralizar/desnudar-se/desossar/despir-se/destampar/destripar/desventrar/desviscerar/dragar/escalpar/escalpelar/esventrar/descalcificar/descaroçar/desgastar/desintoxicar/desmantelar/desprender/erodir/estripar/tossir/arrancar/deletar/desalojar/desnudar/despir/eviscerar/extirpar/pigarrear/descascar/condensar/escovar/esvaziar/eliminar/excluir/extrair/puxar/lavar/apagar/remover/sacar/limpar/tirar
retribuir	reembolsar
retrucar	retorquir/retortar/ripostar/rebater/replicar/retornar
reunir	catar/colher/apanhar/casar-se/confederar/respigar/reunificar/coligar/esposar/federar/reagrupar/casar/federalizar/recombinar/sintetizar/totalizar/celebrar/emparelhar/mobilizar/associar-se/colher/convocar/visitar/juntar/unir/misturar/pegar
revelar	descortinar/confidenciar/descerrar/desenterrar/tagarelar/expor/trair/escavar/exibir/descobrir/mostrar/falar
reverberar	consoar
reverter	desincronizar/metamorfosear/transpor/transfigurar/adulterar/alternar/desfazer/falsificar/retificar/corrigir/trocar/mudar
revestir	pintar/alcatroar/anodizar/banhar/bonderizar/chapar/emborrachar/macadamizar/patinizar/pavimentar/pichar/platificar/platinar/porcelanizar/zincar/cimentar/emassar/engessar/envernizar/metalizar/recobrir/asfaltar/encrostar/galvanizar/gelatinizar/laminar/folhear
revistar	esgravatar/revolver/vasculhar
ridicularizar	paquerar/desacreditar/sacanear/expor/provocar/satirizar
rir	paquerar/desacreditar/ridicularizar/sacanear/expor/provocar/casquinar/satirizar/cacarejar/zurrar/convulsionar/gracejar/ridicularizar
rodar	girar/atarraxar/piruetar/aparafusar/redemoinhar/girar
rodear	enclausurar/franjar/cingir/cercar
romper	quebrar/despedaçar/estilhaçar/fracturar/amaciar/quebrar
rotular	inocentar/denominar/absolver/condenar/chamar/nomear/desqualificar/estigmatizar/entoar/propagandear/denunciar/endereçar/qualificar/direcionar/julgar/declarar
roçar	arranhar/raspar
ruminar	ponderar/questionar/perguntar/introspectar/premeditar/teologizar/cogitar/ponderar/refletir/julgar/pensar/considerar
saber	realizar/compreender/entender/acompanhar
sacanear	paquerar/desacreditar/ridicularizar/expor/provocar/satirizar/ridicularizar
sacudir	abanar/flabelar/ventilar/estremecer/tremular/tiritar/tremer/concussar/debulhar/esbordoar/menear/sovar/trilhar/chocalhar/palpitar/balançar/tremer
sair	demitir-se/quitar/resignar/renunciar/abandonar/afastar-se/ausentar-se/decolar/desconectar/partir
salpicar	borrifar/aerolizar/borrifar
satisfazer	bastar/aplacar/coordenar/saciar/cumprir/acalmar/acomodar/corresponder/aliviar/realizar/servir/cobrir
saudar	despidir/recepcionar/elogiar/acolher/cumprimentar/receber
secar	desumidificar/estorricar/ressecar/arejar/aerar
seguir	capengar/advir/derivar/passear/resultar/grudar/prosseguir/permanecer/vir/dirigir/continuar/ir/manter
segurar	abocanhar/apreender/armazenar/beliscar/mordiscar/espremer/morder/apanhar/acumular/apertar/furtar/negar/agarrar/guardar/roubar/prender/engalfinhar/intercetar/pescar/armazenar/interceptar/deter/deduzir/poupar/preservar/conservar/agarrar/capturar/reter/guardar/esconder/pegar/manter
seleccionar	eleger/peneirar/analisar/selecionar/votar/decidir/escolher/aventar/coar/discar/esposar/posicionar/ungir/adoptar/peneirar/designar/selecionar/adotar/especificar/extrair/votar/determinar/nomear/propor/escolher
selecionar	eleger/peneirar/analisar/votar/decidir/escolher/aventar/coar/discar/esposar/posicionar/ungir/adoptar/peneirar/designar/adotar/especificar/extrair/votar/determinar/nomear/propor/escolher
sentar	acocorar/acocorar-se/baixar-se/agachar/empoleirar/pousar/descansar
sentar-se	acocorar/acocorar-se/baixar-se/agachar/empoleirar/pousar/descansar
sentir	arrepender/arrepender-se/lamentar/enervar-se/irritar-se/orgulhar/orgulhar-se/regozijar/regozijar-se/alegrar-se/desencantar/simpatizar/tender/congratular/entristecer/recalcar/enraivecer/entreter/radiar/recapturar/alegrar/arder/enfurecer/inclinar/sustentar/morrer/sofrer/brilhar/guardar/irritar/considerar/entender/pegar/manter
separar	divorciar/descasar/romper/arrombar/discriminar/estourar/arrebentar/explodir/quebrar/acantonar/aferir/apartar/apartar-se/balcanizar/compartimentar/contradistinguir/desanexar/desarticular/desassociar/descolar/desgrudar/desmembrar/desunificar/desunir/esmiuçar/exorcizar/fragmentar/parcelar/particionar/secionar/sectionalizar/segmentar/separar-se/zonar/zonear/cindir/contrastar/demarcar/descasar/desfazer-se/deslindar/dissipar/formatar/individualizar/lascar/lotear/romper/subdividir/desalojar/desconectar/discriminar/dispersar/dissociar/distinguir/esmagar/inicializar/partilhar/polarizar/rasgar/desfiar/despejar/pulverizar/puncturar/rachar/rotular/estratificar/isolar/diferenciar/desmoronar/furar/saber/espalhar/remover/terminar/reduzir/dividir/quebrar/cair/cortar
ser	merecer/perplexar/importar/necessitar/rondar/valer/agradar/perambular/precisar/caber/depender/requerer/pertencer/permanecer/confundir/contar/superar/enrolar/parecer/pesar/ficar/servir/abrilhantar/abundar/considerar-se/enfurecer-se/equilibrar-se/escancarar/fulgir/fulgurar/imperilar/meandrar/objetar/perigar/posicionar-se/primar/quedar/sobrar/aparar/boiar/colocar-se/consistir/desencontrar/findar/inter-relacionar/lavar-se/padecer/participar/prevalecer/refulgir/residir/subjazer/tender/aparentar/capitanear/coexistir/comparar/custar/delimitar/discordar/estagnar/existir/figurar/gravitar/ornamentar/performar/principiar/repousar/totalizar/bagunçar/cristalizar/embelezar/nadar/paralisar/prometer/relacionar/respirar/substanciar/sujar/valer/afogar/ameaçar/arriscar/descansar/doer/habitar/jazer/medir/resultar/traduzir/zumbir/caber/comprar/dever/entrar/especificar/grudar/vender/adornar/decorar/empacotar/pertencer/embalar/estabelecer/finalizar/permanecer/responder/adicionar/explicar/lavar/provar/sofrer/brilhar/estar/contar/obter/reconhecer/conter/iniciar/parecer/vir/acabar/chegar/continuar/ter/terminar/aceitar/seguir/ficar/representar/cobrir/começar/cair/manter/cortar
serpear	formigar
servir	qualificar-se/qualificar/alimentar/representar/dar/rotacionar/actuar/calhar/indulgir/nutrir/rotar/oficiar/regalar/encharcar/forrar/hospedar/regar/caber/acomodar/arranjar/funcionar/suprir/atuar/ajustar/arrumar/permitir/ajudar/satisfazer/admitir/alimentar/encontrar
significar	identificar/nomear/eufemizar/sofismar/denotar/simbolizar/desvirtuar/distorcer/exprimir/sugerir/retornar/expressar/apontar/aplicar/torcer/lembrar/indicar/usar/dizer/representar
simular	emular/escarnecer/zombar/copiar/fingir/imitar/brincar
sinalizar	agourar/prefigurar/augurar/prenunciar/pressagiar/profetizar/vaticinar/assinalar/prognosticar/predizer/prever/indicar
situar	alinhar/orientar/mirar/direcionar/localizar/apontar
soar	ticar/estalar/clicar/tocar/batucar/borburar/chapinar/dedilhar/estridular/estrondar/farfalhar/retinir/tilintar/tinir/tique-taque/zinir/ajoelhar/assoviar/buzinar/chocalhar/crepitar/guinchar/ratear/ronronar/rugir/sibilar/sussurrar/apitar/assobiar/borbulhar/ecoar/uivar/zunir/ressoar/reverberar/zumbir/tocar/bater
sobrevir	advir/derivar/resultar/vir/seguir
sobreviver	gerenciar/aguentar/improvisar/respirar/corresponder/satisfazer
socorrer	assistir/ajudar/servir/desenrascar/zelar/facilitar/acelerar/apressar/cuidar/aliviar
sofrer	asfixiar/sufocar/afligir-se/agonizar/apiedar/apiedar-se/compadecer/compadecer-se/endoidecer/prantear/vivenciar/agoniar/experienciar/padecer/pirar/lastimar/angustiar/magoar/lamentar/parir/experimentar/perder/ter/aceitar
solidificar	gelatinizar/cristalizar/gelar/consolidar/congelar
soltar	carpir/lamentar-se/latir/urrar/bramir/gemir/ladrar/rugir/gemer/uivar/berrar/gritar/arfar/arrulhar/balir/chilrear/corvejar/cricrilar/gorgolejar/grunhir/miar/relinchar/rouquejar/cacarejar/chiar/coaxar/crocitar/gargarejar/gorjear/grasnir/mugir/ofegar/pipilar/rosnar/trompetear/volear/zurrar/assobiar/bufar/ecoar/estalar/gemer/piar/pigarrear/suspirar/trinar/uivar/vociferar/cuspir/grasnar/chamar/cantar/repetir/gritar
solucionar	conseguir/inferir/adivinhar/supor/resolver/responder/atingir/quebrar
somar	concatenar/pontuar/enriquecer/modificar/fortificar/anexar/incluir/qualificar/suplementar/acrescentar/adicionar/combinar/unir/misturar/reunir
sonecar	dormitar/cochilar/estivar/hibernar
subir	galgar/trepar/ascender/montar/borbulhar/escalar/levantar
submergir	assentar
subornar	pagar
subsistir	respirar
substanciar	encarnar/expressar
substituir	reequipar/truncar/capitalizar/converter/utilizar/retificar/trocar/reduzir/mudar
subverter	abastardar/sensualizar/envenenar
suceder	efectuar/coincidir/conseguir/efetuar/negociar/alcançar/obter/realizar/atingir/passar/materializar/re-ocorrer/reincidir/advir/calhar/recrudescer/intervir/recorrer/derivar/conseguir/resultar/ocorrer/sincronizar/funcionar/prosseguir/alcançar/repetir/brilhar/acontecer/desenvolver/vir/seguir/atingir/ir/passar/cair
sugerir	agourar/prefigurar/advocar/augurar/prenunciar/pressagiar/profetizar/recomendar/vaticinar/atestar/urgir/assinalar/prognosticar/predizer/promover/sinalizar/cantar/prever/submeter/propor/indicar/declarar/dizer
sujar	poluir/lambuzar/contaminar/enlamear
sumir	caldear/desaparecer/ausentar/esvanecer/falecer/morrer/desaparecer/ir/diminuir
superar	acometer/obscurecer/inundar/travar/trancar/conquistar/matar
suplementar	anexar
supor	retraçar/suspeitar/reconstruir/pressupor/formular/saber/compreender/dizer
suportar	acorrer/respaldar/endossar/secundar/socorrer/engolir/apoiar/assistir/auxiliar/aprovar/ajudar/aceitar/apadrinhar/consentir/patrocinar/aguentar/encorajar/promover/estimular
suprir	apetrechar/aparelhar/equipar/carregar/abrigar/acortinar/alfabetizar/amparar/blindar/encortinar/encouraçar/envidraçar/estocar/legendar/mobiliar/re-equipar/reaparelhar/reflectorizar/sanitarizar/transistorizar/aplacar/computadorizar/entronar/estofar/informatizar/ofertar/amordaçar/armar/armazenar/condicionar/constitucionalizar/equipar/hidratar/mecanizar/motorizar/saciar/aguar/articular/capitalizar/datar/despejar/molhar/assentar/associar-se/esquentar/prover/regar/abastecer/aquecer/canalizar/derramar/renovar/acalmar/corresponder/fornecer/investir/sinalizar/aliviar/satisfazer/alimentar/estender/oferecer/dar
surgir	atirar-se/comparecer/destacar-se/erguer-se/mostrar-se/re-emergir/reaparecer/ressaltar/aflorar/predominar/reluzir/evidenciar/manifestar/emergir/aparecer/sair
suspender	fracturar/fraturar/congelar/interromper/parar
sustentar	alegar/proclamar/patrocinar/afirmar/declarar
tampar	disfarçar/mascarar/embrulhar/embalar/encobrir/esconder/cobrir/acarpetar/acimentar/aluminizar/amanteigar/azeitar/azulejar/concretar/empanar/empapelar/encadernar/encascar/engraxar/entoucar/flocar/ladrilhar/olear/robustecer/vendar/adubar/caiar/cimentar/coroar/emassar/embainhar/encapuzar/encerar/engessar/envernizar/espreitar/pincelar/polvilhar/recobrir/ripar/sepultar/soterrar/untar/amontoado/atapetar/drapear/gramar/lubrificar/revestir/tapar/acobertar/embrulhar/forrar/laminar/submergir/enterrar/folhear/ocultar/empacotar/embalar/encobrir/aplicar/esconder/espalhar/segurar/colocar/cobrir
tapar	disfarçar/mascarar/encobrir/esconder/espreitar/sepultar/soterrar/acobertar/enterrar/ocultar/encobrir/esconder/cobrir
teimar	reinvindicar/asseverar/sustentar/manter
telecomunicar	telefonar/chamar/telegrafar
telefonar	ligar
tensionar	alongar/esticar/estender
tentar	arriscar/pelejar/empenhar/esforçar/batalhar/esforçar-se/arriscar/perseguir/verificar/provar/procurar/controlar
teorizar	retraçar/reconstruir/formular
ter	exibir/reter/guardar/segurar/manter/endoidecer/monopolizar/pirar/exercer/sustentar/parir/reter/esperar/carregar/manter
terminar	encerrar/finalizar/acabar/arrematar/clausurar/aposentar-se/retirar-se/abortar/cumprir/efetuar/culminar/extinguir/matar/suspender/finalizar/resolver/interromper/decidir/executar/concluir/desistir/realizar/acabar/aceitar/parar/abandonar/atingir
testar	verificar/provar/controlar
testemunhar	aduzir/alegar/manifestar/presumir/citar/demonstrar/certificar/provar/dizer
testificar	aduzir/alegar/manifestar/presumir/citar/demonstrar/certificar/provar/dizer
tirar	amputar/deletar/arrastar/resgatar/cavar/escavar/extrair/retirar/atrair/apagar/sacar/circuncidar/de-ionidizar/depilar/descarbonizar/desempacotar/desentranhar/desmarcar/desmineralizar/desnudar-se/desossar/despir-se/destampar/destripar/desventrar/desviscerar/dragar/escalpar/escalpelar/esventrar/abduzir/aduzir/descalcificar/descaroçar/desgastar/desintoxicar/desmantelar/desprender/erodir/estripar/tossir/arrancar/deletar/desalojar/desnudar/despir/eviscerar/extirpar/pigarrear/descascar/arrastar/condensar/escovar/esvaziar/eliminar/excluir/extrair/puxar/esticar/retirar/lavar/apagar/tremer/remover/sacar/limpar
tiritar	tremelicar/estremecer/tremular/vibrar/tremer
tocar	rodear/contornar/atirar/jogar/lançar/atritar/catapultar/sinfonizar/tanger/ajoelhar/atemorizar/espantar/aderir/espancar/manejar/abraçar/arranhar/maltratar/manusear/banir/balançar/encostar/impulsionar/intimidar/manipular/chutar/acompanhar/colar/pregar/soar/prender/carregar/cobrir/lançar/bater
tolerar	engolir/aceitar/consentir/aguentar
tolher	ocluir/interferir/barrar/inibir/tapar/entupir/obstruir/trancar
tomar	bebericar/deglutir/ingurgitar/papar/abduzir/fumar/raptar/seqüestrar/sorver/sequestrar/beber/engolir/comer/agarrar/capturar/experimentar/provar/segurar/pegar/fartar/libar/locupletar/canibalizar/lamber/raptar/seqüestrar/usurpar/drogar/saciar/sorver/sugar/chupar/embriagar/sequestrar/beber/entornar/engolir/enxugar/consumir/matar/comer/capturar/satisfazer/encher/usar/tocar/pegar
topar	adoptar/adotar/admitir/aceitar
torcer	acovardar/acovardar-se/debruçar/agachar/curvar/inclinar/dobrar/arquear/encurvar/curvar/dobrar
tornar	descontrair/perecer/prosperar/agasalhar/aparelhar/engravidar/falecer/levantar-se/despertar/expirar/conceber/relaxar/decair/piorar/acordar/morrer/vestir/congelar/acalmar-se/acalorar/arrefecer/basificar/carburar/catalisar/desincronizar/desnitrificar/ebulir/esfriar-se/esterificar/metamorfosear/nascer/recair/transpor/acidificar/afrancesar/azedar/carbonizar/combustir/conflagrar/emulsionar/engordar/eterizar/homogeneizar/liquefazer/oscilar/ossificar/secularizar/transfigurar/adulterar/alternar/coagular/concentrar/desfazer/dissolver/emagrecer/emancipar/esfriar/homogenizar/ionizar/resfriar/calcificar/coalhar/desligar/falsificar/flutuar/integrar/reagir/relaxar/ressuscitar/reverter/acertar/assentar/esquentar/esvaziar/fechar/precipitar/refrescar/aquecer/reviver/estragar/ferver/piorar/retificar/acender/aparecer/acordar/estabelecer/corrigir/abrir/estar/melhorar/encher/queimar/trocar/ficar/mudar/pegar/cair
tornar-se	rolar/girar/virar/espiralar/volver/defletir/inclinar-se/desviar/encarar/rodar/curvar/dobrar/derrubar/girar/virar
totalizar	fazer
trabalhar	laborar/mourejar/retrabalhar/arar/lavrar/exercer/ralar/ocupar/provar/dirigir/servir/conduzir
traduzir	diagonalizar/metrificar
tramitar	vender
transaccionar	vender
transacionar	vender
transar	fornicar
transcrever	recopiar
transferir	mandar/ceder/enviar/entregar/passar/dar/desacramentar/institucionalizar/exportar/secularizar/translocar/descarregar/importar/internar/remeter/alienar/negociar/baixar/admitir/enviar/trocar/entregar/dar
transformar	transformar-se/tornar-se/acontecer/virar/aurear/aurificar/desestalinizar/diagonalizar/estalinizar/feudalizar/humificar/lenhificar/lignificar/novelizar/ozonizar/reconverter/romancear/adubar/captar/caramelizar/enfarinhar/fictionalizar/fossilizar/mineralizar/opalizar/queratinizar/codificar/curtir/metrificar/nitrificar/martelar/verbalizar/enfeitiçar/forjar/recuperar/trabalhar/receber
transmitir	indagar/anuir/assentir/mensurar/quantificar/redigir/agradecer/mandar/solicitar/requisitar/perguntar/requerer/saudar/escrever/apreciar/pedir/enviar/falar/dizer/aforizar/blogar/contactar/contatar/gesticular/infligir/institucionalizar/silvar/telecomunicar/telepatizar/assoviar/dialogar/exportar/impor/proferir/quitar/translocar/aludir/assobiar/caçoar/comungar/descarregar/dirigir-se/gracejar/implantar/importar/internar/compartilhar/ditar/exalar/manifestar/remeter/exprimir/propagar/verbalizar/acusar/conversar/demonstrar/despachar/informar/plantar/sugerir/sinalizar/alcançar/confirmar/expressar/significar/baixar/escrever/admitir/indicar/mostrar/enviar/trazer/falar/dizer/virar/lançar/passar/pegar
transmudar	desestalinizar/estalinizar/feudalizar/humificar/lenhificar/lignificar/novelizar/ozonizar/reconverter/romancear/adubar/captar/caramelizar/enfarinhar/fictionalizar/fossilizar/mineralizar/opalizar/queratinizar/codificar/curtir/nitrificar/verbalizar/enfeitiçar/recuperar/trabalhar/receber
transmutar	transformar-se/tornar-se/transformar/acontecer/virar/aurear/aurificar
transportar	trazer/levar/carregar/tirar/aerotransportar/arcar/aviar/reenviar/repassar/teleportar/teletransportar/apanhar/despachar/buscar/enviar/carregar
transubstanciar	desestalinizar/estalinizar/enfeitiçar/trabalhar
trapacear	roubar/charlatanear/fraudar/calotear/defraudar/vitimizar/vitimar
traspassar	interpenetrar/prospectar/filtrar/varar/imergir/percolar/permear/perfurar/examinar/furar/penetrar/tomar/atingir/cortar
tratar	amimar/destratar/mimar/abusar/mimosear/maltratar/afagar/discorrer/injustiçar/ironizar/criminalizar/teologizar/brutalizar/desconsiderar/gerenciar/discursar/discutir/esnobar/maltratar/ignorar/menosprezar/zombar/falar
trazer	mandar/enviar/aviar/descortinar/instilar/institucionalizar/reenviar/repassar/descerrar/exportar/translocar/descarregar/desenterrar/importar/internar/remeter/despachar/expor/escavar/baixar/exibir/revelar/descobrir/admitir/mostrar/enviar
traçar	inscrever/escrever/construir
treinar	desfraldar/retreinar/sofisticar/instruir
tremer	abanar/flabelar/ventilar/estremecer/tremular/tiritar/concussar/debulhar/esbordoar/menear/sovar/trilhar/chocalhar/tremelicar/estremecer/palpitar/tremular/tiritar/vibrar/sacudir
tremular	tremelicar/estremecer/tiritar/vibrar/tremer
trepar	fornicar/escalar/subir
triturar	moer
trocar	remir/permutar/resgatar/vender/cambiar/descamar/descamar-se/reequipar/descontar/truncar/capitalizar/redimir/resgatar/utilizar/retificar/substituir/reduzir
unificar	casar-se/confederar/mesclar/reunificar/coligar/esposar/federar/agregar/casar/federalizar/emparelhar/associar-se/combinar/juntar/unir/misturar
unir	fixar/amarrar/atar/prender/acasalar/anastomosar/anilhar/apor/arrear/cangar/encilhar/enxertar/jungir/soldar/acoplar/atrelar/copular/etiquetar/sovietizar/ajuntar/alinhavar/casar/recombinar/sintetizar/totalizar/conectar/cravar/emparelhar/inserir/rotular/afixar/anexar/selar/suplementar/grudar/montar/amarrar/colar/compor/pregar/introduzir/juntar/prender/misturar/reunir/pegar
urgir	impacientar/instar/predicar/advocar/advogar/arguir/pressionar/apressar/pregar
usar	aproveitar/hospedar/beber/manipular/utilizar/experimentar/tomar/alimentar/jogar
vacilar	escrúpulo
vagar	serpentear
validar	estultificar/provar-se/contradizer/negar/provar
valorizar	reconhecer
vaporizar	transpirar
variar	adequar/avianizar/adaptar/diversificar/especializar/mover/balançar/irradiar/ajustar
vender	leiloar/licitar/prostituir/revender/saldar/negociar/dispor/realizar
venerar	admirar/estimar/reverenciar/temer
ver	fitar/prezar/respeitar/revistar/venerar/vislumbrar/espiar/encarar/contemplar/olhar/procurar/auscultar/autopsiar/coisificar/comprovar/custodiar/detectar/embasbacar/embasbacar-se/entrever/escrutinar/indentificar-se/inspeccionar/invigilar/reificar/relativizar/desrespeitar/idealizar/reconsiderar/revistar/vigiar/vislumbrar/abstrair/favorecer/flertar/valorizar/vistoriar/capitalizar/admirar/identificar/incluir/inspecionar/buscar/chamar/contemplar/gostar/mirar/examinar/observar/apreciar/olhar/descobrir/julgar/compreender/esperar/procurar/receber/considerar/achar/manter/fazer
verbalizar	cochichar/xingar/balbuciar/blasfemar/rosnar/sussurrar/publicar/resmungar/murmurar/insultar/berrar/cantar/escrever/contar/falar/gritar/dizer/abrir-se/lamuriar/presentar/trovar/balbuciar/cunhar/estranhar/gaguejar/ladrar/maravilhar/maravilhar-se/rimar/sibilar/versejar/bradar/exclamar/generalizar/proclamar/pronunciar/vociferar/choramingar/despejar/discutir/ralar/modular/murmurar/tagarelar/conversar/vocalizar/berrar/desaprovar/compor/expressar/reclamar/escrever/soltar/apresentar/atirar/desejar/falar/gritar/dizer/representar/lançar/começar
vergar	acovardar/acovardar-se/debruçar/agachar/curvar/inclinar/dobrar/arquear/encurvar/curvar/dobrar
verter	gotejar/pingar/decantar/respingar/transvazar/servir
vestir	dandificar/caber/experimentar/pôr/usar/trocar/colocar/mudar
vestir-se	dandificar/caber/vestir/pôr/usar/trocar/colocar/mudar
viajar	engatinhar/gatinhar/rastejar/rastejar-se/retroceder/serpear/vadiar/vagabundear/vaguear/boiar/pisar/retirar-se/devolver/regressar/ascender/escorregar/nadar/recuar/errar/perambular/vagar/deslizar/voar/apressar/retornar/visitar/acompanhar/atravessar/pular/saltar/caminhar/dirigir/correr/seguir/ir/andar/subir/passar/cair/apressar-se/baldear/descarrilar/despachar-se/esquiar/excursionar/ganir/joeirar/sobrevoar/cavalgar/descarrilhar/flanquear/peregrinar/velejar/ziguezaguear/peneirar/retrogradar/sulcar/ascender/flutuar/nadar/navegar/progredir/recuar/avançar/cruzar/errar/passear/perambular/perseguir/preceder/propagar/vagar/acelerar/rodar/viagem/voar/apressar/descer/montar/prosseguir/baixar/brincar/circular/empurrar/atravessar/espalhar/vir/caminhar/continuar/trocar/seguir/virar/ir/andar/subir/passar/pegar/cair
viciar	abastardar/sensualizar/envenenar
victimizar	iludir/lograr/calotear/defraudar/trapacear/enganar
vir	acercar/avizinhar/aterrar/aterrissar/pousar/chegar/acostar/aterrizar/aterrar/aterrissar/emanar/atracar/cumprimentar/chegar/atingir
